iter	Logloss
283	0.1284499511
284	0.1283097282
285	0.1280791983
286	0.1274704619
287	0.1272526606
288	0.1269983922
289	0.1265330663
290	0.1263678475
291	0.1262201915
292	0.1258757127
293	0.1256677247
294	0.125443098
295	0.1252956358
296	0.1249771253
297	0.1246775793
298	0.124169193
299	0.1239959308
300	0.1237543303
301	0.1235091311
302	0.1233929698
303	0.1229113576
304	0.1226723301
305	0.1222432798
306	0.1218456015
307	0.1214887026
308	0.1213128485
309	0.1210804964
310	0.1209691893
311	0.12071625
312	0.1203811917
313	0.1202543839
314	0.1200366659
315	0.1199262972
316	0.1198389519
317	0.1196897491
318	0.1194085066
319	0.1190382754
320	0.1187699928
321	0.1184721443
322	0.1183008724
323	0.1178532686
324	0.1175211573
325	0.1173444131
326	0.1172189926
327	0.1167962911
328	0.1166474801
329	0.1164501876
330	0.1160134644
331	0.1157446191
332	0.1155483838
333	0.1154153166
334	0.1151225257
335	0.1146638602
336	0.1145043115
337	0.114123892
338	0.1138501104
339	0.1137592111
340	0.1133834184
341	0.1131648087
342	0.1129045129
343	0.1125974469
344	0.1123597939
345	0.1122448105
346	0.1120293282
347	0.1117548265
348	0.1116835195
349	0.1113756533
350	0.1111636614
351	0.1109726043
352	0.110783162
353	0.1104196866
354	0.1101939829
355	0.1100190706
356	0.1097565517
357	0.1095561327
358	0.1093435956
359	0.1089627695
360	0.1088468694
361	0.1085802401
362	0.1083097745
363	0.1081359341
364	0.1078825561
365	0.1077578249
366	0.107544758
367	0.1072185032
368	0.107014296
369	0.1068148509
370	0.1063525775
371	0.1060816634
372	0.1057555854
373	0.1054455292
374	0.1051732697
375	0.1050339091
376	0.1049413696
377	0.1044195892
378	0.1042330794
379	0.1041320317
380	0.1038782143
381	0.1037290156
382	0.1034617399
383	0.1030263317
384	0.1027043746
385	0.1025573353
386	0.1021764971
387	0.1019598659
388	0.1016393235
389	0.1013200023
390	0.1009606162
391	0.1007177638
392	0.100614443
393	0.1003056006
394	0.1000396573
395	0.09968753884
396	0.0994088762
397	0.09906440334
398	0.09890859094
399	0.09871162313
400	0.09854591747
401	0.09839089414
402	0.09820354503
403	0.09807153018
404	0.0979131602
405	0.09768920062
406	0.09751966475
407	0.09734307535
408	0.09724021317
409	0.0969935861
410	0.09671658817
411	0.09648424351
412	0.09620203719
413	0.09603955675
414	0.09588487883
415	0.09558654759
416	0.09548525803
417	0.09533059853
418	0.09519865728
419	0.09499808247
420	0.09482793116
421	0.09474200539
422	0.09448461737
423	0.09430476469
424	0.09415013778
425	0.09400253146
426	0.09371607652
427	0.09342289924
428	0.09332523127
429	0.0931740543
430	0.09306475973
431	0.09286875061
432	0.09271473259
433	0.09251424858
434	0.09244171718
435	0.09217748408
436	0.09198989476
437	0.09179073291
438	0.09164561917
439	0.09140884288
440	0.0912420057
441	0.09089198014
442	0.09072262542
443	0.09055579501
444	0.09038668624
445	0.09011342285
446	0.08978957453
447	0.08965567738
448	0.08947138738
449	0.08930667117
450	0.08917783527
451	0.08903072866
452	0.08881988865
453	0.08863795394
454	0.08845200571
455	0.08818917658
456	0.08799517405
457	0.08767644283
458	0.08751462817
459	0.08729522063
460	0.08716574354
461	0.08687659564
462	0.0867904592
463	0.08661185306
464	0.08639485516
465	0.0861579359
466	0.08597583137
467	0.08583222137
468	0.08562744581
469	0.08539378792
470	0.08514728713
471	0.08501617138
472	0.08485599023
473	0.08471323195
474	0.08455068246
475	0.08438619582
476	0.08426156588
477	0.08408667164
478	0.08391187695
479	0.08377129923
480	0.08350192368
481	0.08340075016
482	0.08323028737
483	0.08302558095
484	0.08287261502
485	0.0826124766
486	0.0823847123
487	0.08227432208
488	0.08215681125
489	0.08188597967
490	0.08176194767
491	0.08164649432
492	0.08142327366
493	0.08124221513
494	0.08103054234
495	0.08089272054
496	0.08071615831
497	0.08061333173
498	0.08039547526
499	0.08023532723
500	0.08005418903
501	0.07991668541
502	0.079764885
503	0.07960876993
504	0.07938584314
505	0.07923760059
506	0.07910752939
507	0.07898407886
508	0.07880129214
509	0.07861956112
510	0.07843316764
511	0.07828998286
512	0.07813380776
513	0.0779347985
514	0.07782550832
515	0.07762059364
516	0.0773773945
517	0.07723610222
518	0.07714957235
519	0.07706538803
520	0.07700232676
521	0.07692191782
522	0.07673936373
523	0.07663760453
524	0.07655787193
525	0.07643959857
526	0.07627179218
527	0.0761388222
528	0.07596050058
529	0.07578655514
530	0.07568772153
531	0.07554741009
532	0.07536512626
533	0.07522860539
534	0.07505103676
535	0.07488822491
536	0.07481317648
537	0.07466765744
538	0.0745067332
539	0.07429426361
540	0.07417703421
541	0.07400860859
542	0.07382664594
543	0.07372080132
544	0.07350721148
545	0.07339058863
546	0.07325087767
547	0.07312168634
548	0.07296175605
549	0.07276892236
550	0.07259044567
551	0.07246835399
552	0.07240103047
553	0.07230071738
554	0.07216103534
555	0.07205493935
556	0.07179117977
557	0.07169550358
558	0.07158756344
559	0.07146476044
560	0.07131064638
561	0.0711127086
562	0.07091288372
563	0.07081104536
564	0.07067168402
565	0.07057976093
566	0.07046827175
567	0.07032614524
568	0.07024136966
569	0.07015170506
570	0.069985565
571	0.06981137973
572	0.06964556149
573	0.06945769504
574	0.06921026272
575	0.06913944675
576	0.06898394401
577	0.068910177
578	0.06869282685
579	0.06860825255
580	0.06850040472
581	0.0683555121
582	0.06816826793
583	0.06804077643
584	0.06788758708
585	0.06778335645
586	0.06765028025
587	0.06758726863
588	0.06741558882
589	0.06729632129
590	0.06712706345
591	0.06700854237
592	0.06690325028
593	0.0667734915
594	0.06665997651
595	0.06655298943
596	0.06643868317
597	0.06633615671
598	0.06618769079
599	0.06606253262
600	0.06597347301
601	0.06582147301
602	0.0657092047
603	0.06568325371
604	0.06550372283
605	0.06535229295
606	0.06528960806
607	0.06518654938
608	0.06511067248
609	0.06497135999
610	0.06483746499
611	0.06461447008
612	0.06452916058
613	0.06440817175
614	0.06429213648
615	0.06414705031
616	0.06405733333
617	0.06394159448
618	0.06382797739
619	0.06373971364
620	0.06360545357
621	0.06354717182
622	0.0634190266
623	0.06330581517
624	0.0631754711
625	0.06310263062
626	0.06300353275
627	0.06288002908
628	0.06274639133
629	0.06265536798
630	0.06251182726
631	0.06243760278
632	0.06233236702
633	0.06212712756
634	0.06196450554
635	0.06187372664
636	0.06176467044
637	0.06166124125
638	0.06153795248
639	0.0614330106
640	0.06130952
641	0.0611776977
642	0.0610759796
643	0.06097212396
644	0.06086508011
645	0.06074975178
646	0.06062773651
647	0.06045593512
648	0.06030774496
649	0.06021013574
650	0.06011288164
651	0.05998520754
652	0.05989063858
653	0.05979459031
654	0.05976120389
655	0.0597113231
656	0.05957211063
657	0.05947346325
658	0.05930055779
659	0.05920507801
660	0.05901728055
661	0.05896047639
662	0.05885140113
663	0.05871334989
664	0.0585996583
665	0.0584589052
666	0.05838671706
667	0.05830924574
668	0.05821775147
669	0.05814966056
670	0.05801910536
671	0.05794044472
672	0.05787651605
673	0.05773304571
674	0.05755702275
675	0.05745191728
676	0.05737336043
677	0.05730005996
678	0.0571982821
679	0.05713063245
680	0.05704434452
681	0.05693649904
682	0.05680930644
683	0.05667114279
684	0.05650574626
685	0.05634725539
686	0.05622844286
687	0.05605410812
688	0.05600059499
689	0.05593665093
690	0.05587857759
691	0.05578212507
692	0.05556338794
693	0.05547934669
694	0.05541786532
695	0.05531200021
696	0.0552021519
697	0.05514091441
698	0.05504831813
699	0.05495668612
700	0.05486503824
701	0.05479722154
702	0.05471216059
703	0.05455516739
704	0.05441933734
705	0.05427429334
706	0.05416635089
707	0.05405561971
708	0.05395182823
709	0.05382759551
710	0.05377149744
711	0.05372585217
712	0.05364630656
713	0.05361467817
714	0.05348814569
715	0.05338004151
716	0.05322781383
717	0.05313493414
718	0.05306860196
719	0.05299042304
720	0.05290471595
721	0.05284597085
722	0.0527649582
723	0.05264940894
724	0.05257874819
725	0.05253330414
726	0.05247565453
727	0.05238598799
728	0.05228222575
729	0.05209337942
730	0.05205649803
731	0.05191213917
732	0.05182411686
733	0.0517474957
734	0.05163136739
735	0.05162021521
736	0.05152291773
737	0.05144780314
738	0.05139725963
739	0.05135418945
740	0.05126194571
741	0.05125201138
742	0.0512069177
743	0.05111085356
744	0.05102846617
745	0.05095960857
746	0.05094992539
747	0.05080690409
748	0.05071760581
749	0.05062823746
750	0.05056822779
751	0.0504175917
752	0.05034740584
753	0.05024392848
754	0.05009124124
755	0.05002164455
756	0.04995509235
757	0.04986984849
758	0.04981030623
759	0.04973572081
760	0.04965345884
761	0.0495318945
762	0.049450817
763	0.04938927988
764	0.04930087652
765	0.0492179701
766	0.04913948955
767	0.04907256792
768	0.04898156172
769	0.04897136961
770	0.04884257514
771	0.04874633114
772	0.04868487472
773	0.04860864277
774	0.04853582002
775	0.04845482661
776	0.04840728262
777	0.0482885714
778	0.04822315379
779	0.04810992132
780	0.04806436813
781	0.04805707905
782	0.04799293254
783	0.04795597627
784	0.04782263512
785	0.04765667606
786	0.04753019946
787	0.04743556076
788	0.04741324417
789	0.04735992493
790	0.04727149906
791	0.04718055975
792	0.04710989386
793	0.04703807754
794	0.04695359964
795	0.04693516751
796	0.04686734684
797	0.0467713146
798	0.04671014676
799	0.04660708264
800	0.04655410742
801	0.0465024367
802	0.04642646735
803	0.04634383625
804	0.04627126918
805	0.04624706813
806	0.04623904521
807	0.04618626191
808	0.04613918823
809	0.04596851249
810	0.0458794827
811	0.04579881206
812	0.04573055442
813	0.04566083164
814	0.04554462967
815	0.04539583672
816	0.04526469767
817	0.0451378521
818	0.04508846365
819	0.04507183222
820	0.04499485586
821	0.04489455385
822	0.04482783943
823	0.04476868371
824	0.04468240595
825	0.04457414241
826	0.04450241579
827	0.04441302819
828	0.044376782
829	0.04429238062
830	0.04423836539
831	0.04419956792
832	0.04414628471
833	0.0441164048
834	0.04406085198
835	0.04398430332
836	0.04391076793
837	0.04382346806
838	0.04373266437
839	0.0437027694
840	0.04365561556
841	0.04355210666
842	0.04354575905
843	0.04347557032
844	0.04339334421
845	0.04334131571
846	0.04332659131
847	0.04329865203
848	0.04324072765
849	0.04319636691
850	0.04316091331
851	0.04313078939
852	0.0430419199
853	0.04297588773
854	0.04288532696
855	0.0428382603
856	0.04279249811
857	0.04272993412
858	0.04265183904
859	0.04254465114
860	0.04247381992
861	0.04244735666
862	0.04235809602
863	0.04229301427
864	0.04222687141
865	0.04218531043
866	0.04217829665
867	0.04211682017
868	0.04206184797
869	0.04198404743
870	0.04191684955
871	0.04184961194
872	0.04178700821
873	0.04176647695
874	0.04171070025
875	0.04162473708
876	0.04156825565
877	0.04146882273
878	0.04142014923
879	0.0414146322
880	0.04137112291
881	0.04130485184
882	0.04121176729
883	0.0411507054
884	0.041046844
885	0.04101018839
886	0.04094460984
887	0.04088564978
888	0.04080087524
889	0.04078791192
890	0.04070288816
891	0.04064665319
892	0.04060479537
893	0.04055480972
894	0.04047300944
895	0.04039732915
896	0.04032774664
897	0.04029066775
898	0.04023182499
899	0.04016573414
900	0.04010174343
901	0.04004542214
902	0.03996825804
903	0.03989711547
904	0.0398163082
905	0.03973363835
906	0.0396999474
907	0.03963883317
908	0.03954716867
909	0.03948541052
910	0.03944265506
911	0.03937071657
912	0.03932089802
913	0.03925293942
914	0.0391752295
915	0.03905610024
916	0.03893966943
917	0.03889722333
918	0.03885639834
919	0.03880605149
920	0.03873572449
921	0.03866823683
922	0.03861381849
923	0.03854071423
924	0.03845816827
925	0.0384240896
926	0.03837968264
927	0.03832383018
928	0.03826588685
929	0.03819241018
930	0.03812655051
931	0.03804226133
932	0.03801858557
933	0.03794047363
934	0.03783627571
935	0.03778606383
936	0.037730872
937	0.03769288197
938	0.03764788588
939	0.03760106373
940	0.0374880929
941	0.03740496909
942	0.03735969076
943	0.03732184338
944	0.03725671424
945	0.03721176998
946	0.03713278228
947	0.03708195094
948	0.03702618601
949	0.03698875724
950	0.03694327873
951	0.03689885628
952	0.03687613427
953	0.03682457707
954	0.03679580398
955	0.03673527159
956	0.03669717298
957	0.03665745884
958	0.03665300955
959	0.03661255341
960	0.03654736719
961	0.03650587357
962	0.03643893328
963	0.03637464002
964	0.03632224976
965	0.03628763073
966	0.03622383925
967	0.03616597935
968	0.0361608047
969	0.03610008816
970	0.03605396289
971	0.036011965
972	0.03593043986
973	0.03587228418
974	0.03586664276
975	0.03584116344
976	0.03579857339
977	0.03573173027
978	0.03566647247
979	0.03559678221
980	0.03554994134
981	0.03549745231
982	0.03543791904
983	0.03535968093
984	0.03530270226
985	0.03521617671
986	0.0351315913
987	0.03506586027
988	0.03499704758
989	0.03496645786
990	0.03492447877
991	0.0348501639
992	0.03475005437
993	0.0346796514
994	0.03464143915
995	0.03456817271
996	0.03449589988
997	0.03446419159
998	0.03441327952
999	0.03434560846
